theme,amenity,name,lat,lon
financial,atm,UOB,1.3122280,103.7958659
financial,atm,UOB,1.3111956,103.7956575
financial,atm,UOB,1.3091434,103.7927891
financial,atm,UOB,1.3592114,103.8854894
financial,atm,UOB,1.2827190,103.7818502
financial,atm,UOB,1.2897724,103.8268275
financial,atm,UOB,1.2659935,103.8204935
financial,atm,UOB,1.2667409,103.8194032
financial,atm,UOB,1.3875400,103.8691200
financial,atm,UOB,1.3853220,103.7661390
financial,atm,UOB,1.2931880,103.8320080
financial,atm,UOB,1.2850781,103.8477087
financial,atm,UOB,1.3031000,103.8639000
financial,atm,UOB,1.3028424,103.8653096
financial,atm,,1.3142539,103.8885738
financial,atm,UOB,1.3127178,103.8807412
financial,atm,UOB,1.3219692,103.8698150
financial,atm,UOB,1.2821122,103.8654957
financial,atm,UOB,1.3087100,103.8618200
financial,atm,UOB,1.3110677,103.9203324
financial,atm,UOB,1.3060240,103.8288540
financial,atm,UOB,1.3004031,103.8523016
financial,atm,OCBC,1.3125323,103.8603216
financial,atm,UOB,1.3071753,103.8338138
financial,atm,UOB,1.3836620,103.7706110
financial,atm,UOB,1.3343080,103.9592580
financial,atm,UOB,1.3197098,103.9025626
financial,atm,UOB,1.3212199,103.9035948
financial,atm,UOB,1.3212980,103.9026209
financial,atm,UOB,1.2936070,103.8554229
financial,atm,UOB,1.2895090,103.8555110
financial,atm,UOB,1.2834150,103.8350310
financial,atm,UOB,1.3428100,103.9529700
financial,atm,UOB,1.3123357,103.9253855
financial,atm,UOB,1.3120656,103.9224264
financial,atm,UOB,1.3093460,103.9017930
financial,atm,UOB,1.3770656,103.9556695
financial,atm,UOB,1.3114160,103.7785974
financial,atm,UOB,1.3050882,103.7814244
financial,atm,UOB,1.2985930,103.8459090
financial,atm,UOB,1.2812856,103.8100257
financial,atm,UOB,1.2926921,103.8110628
financial,atm,UOB,1.3083115,103.8882795
financial,atm,,1.3825213,103.8934697
financial,atm,UOB,1.3025089,103.7982175
financial,atm,UOB,1.3068116,103.8004053
financial,atm,UOB,1.3045720,103.7640320
financial,atm,UOB,1.3219051,103.7705753
financial,atm,UOB,1.3323982,103.7754072
financial,atm,UOB,1.3150904,103.7652124
financial,atm,UOB,1.3150958,103.7643974
financial,atm,UOB,1.3151205,103.7668354
financial,atm,UOB,1.3127773,103.7657892
financial,atm,UOB,1.3148920,103.7715651
financial,atm,UOB,1.2888019,103.8468719
financial,atm,UOB,1.3151568,103.8935891
financial,atm,UOB,1.2932192,103.8521810
financial,atm,UOB,1.3284502,103.8853694
financial,atm,UOB,1.3015212,103.8365466
financial,atm,UOB,1.3854550,103.7442846
financial,atm,UOB,1.3843361,103.7432420
financial,atm,UOB,1.3431058,103.7326097
financial,atm,UOB,1.2855700,103.8462600
financial,atm,UOB,1.2844400,103.8433800
financial,atm,UOB,1.2845327,103.8519373
financial,atm,UOB,1.3885279,103.9876314
financial,atm,UOB,1.3162468,103.8988000
financial,atm,UOB,1.3404460,103.9490530
financial,atm,UOB,1.3338000,103.9624000
financial,atm,UOB,1.3351300,103.9633400
financial,atm,UOB,1.3534900,103.9856800
financial,atm,UOB,1.3521310,103.9874950
financial,atm,UOB,1.3232414,103.9240165
financial,atm,OCBC,1.3243068,103.9237971
financial,atm,UOB,1.3247993,103.9237404
financial,atm,UOB,1.3524400,103.9438100
financial,atm,UOB,1.4361853,103.7858156
financial,atm,UOB,1.4539400,103.8194500
financial,atm,UOB,1.3153379,103.8494389
financial,atm,UOB,1.3069473,103.7907417
financial,atm,UOB,1.3071845,103.7904959
financial,atm,UOB,1.3386680,103.7785816
financial,atm,UOB,1.3430737,103.7758320
financial,atm,UOB,1.3777013,103.7726293
financial,atm,UOB,1.3771152,103.7729647
financial,atm,UOB,1.3789032,103.7619973
financial,atm,UOB,1.3785138,103.7732147
financial,atm,UOB,1.3589914,103.7520784
financial,atm,UOB,1.3479341,103.7439081
financial,atm,UOB,1.3504097,103.7457313
financial,atm,UOB,1.3470736,103.7427463
financial,atm,UOB,1.3657800,103.7485000
financial,atm,UOB,1.3478000,103.7444000
financial,atm,UOB,1.3490730,103.7496640
financial,atm,,1.3476119,103.7571273
financial,atm,UOB,1.3472746,103.7574478
financial,atm,UOB,1.2992399,103.8544730
financial,atm,UOB,1.3007165,103.8562860
financial,atm,UOB,1.3832816,103.8929445
financial,atm,UOB,1.2969735,103.8506025
financial,atm,UOB,1.2968619,103.8533398
financial,atm,UOB,1.3404200,103.8452200
financial,atm,UOB,1.3225350,103.8153740
financial,atm,UOB,1.3462670,103.7120010
financial,atm,UOB,1.3385526,103.7059432
financial,atm,UOB,1.3394000,103.7053700
financial,atm,UOB,1.3195800,103.8619400
financial,atm,UOB,1.3572746,103.8438034
financial,atm,UOB,1.3579400,103.8448116
financial,atm,,1.3488532,103.8497766
financial,atm,UOB,1.3452830,103.8556590
financial,atm,UOB,1.3507603,103.8484085
financial,atm,UOB,1.3483972,103.8493301
financial,atm,UOB,1.3256247,103.6784880
financial,atm,UOB,1.3315461,103.9478192
financial,atm,UOB,1.3373790,103.9217411
financial,atm,UOB,1.3336685,103.9145744
financial,atm,UOB,1.3329912,103.9382518
financial,atm,UOB,1.3259074,103.9315706
financial,atm,UOB,1.3331407,103.9390281
financial,atm,OCBC,1.3322550,103.9255838
financial,atm,UOB,1.3242605,103.9288720
financial,atm,UOB,1.3262930,103.9300111
financial,atm,,1.3406039,103.7757420
financial,atm,UOB,1.2842399,103.8505477
financial,atm,UOB,1.3212309,103.8531895
financial,atm,UOB,1.2789500,103.8510000
financial,atm,UOB,1.3695561,103.8496345
financial,atm,UOB,1.3801854,103.8404156
financial,atm,UOB,1.3801192,103.8491425
financial,atm,UOB,1.3707600,103.8641600
financial,atm,UOB,1.3684773,103.8445304
financial,atm,UOB,1.3620970,103.8554722
financial,atm,UOB,1.3737972,103.8545763
financial,atm,UOB,1.3680573,103.8559596
financial,atm,UOB,1.3666063,103.8415379
financial,atm,UOB,1.3652101,103.8490956
financial,atm,UOB,1.3671593,103.8392385
financial,bank,OCBC Bank,1.3693934,103.8483498
financial,atm,UOB,1.2744683,103.8436318
financial,atm,UOB,1.3164802,103.8830933
financial,atm,UOB,1.2738084,103.8007415
financial,atm,UOB,1.4404130,103.8015174
financial,atm,UOB,1.4406800,103.8009600
financial,atm,UOB,1.3012718,103.8384215
financial,atm,UOB,1.3054250,103.9049470
financial,atm,UOB,1.3830808,103.8933746
financial,atm,UOB,1.4371092,103.7868767
financial,atm,UOB,1.3854475,103.7446190
financial,atm,UOB,1.3586944,103.7517720
financial,atm,UOB,1.3494460,103.7499341
financial,atm,,1.4043753,103.9019333
financial,atm,UOB,1.3496495,103.8736087
financial,atm,UOB,1.3210107,103.9126767
financial,atm,UOB,1.2930538,103.8524062
financial,atm,UOB,1.4481558,103.8195179
financial,atm,UOB,1.3067509,103.8493421
financial,atm,UOB,1.2894711,103.8171311
financial,atm,UOB,1.3037440,103.8321407
financial,atm,UOB,1.2844015,103.8514763
financial,atm,UOB,1.2933161,103.7843547
financial,atm,UOB,1.3408507,103.8468313
financial,bank,UOB,1.3246238,103.9318100
financial,atm,UOB,1.3004636,103.8560194
financial,atm,UOB,1.2835371,103.8513766
financial,bank,UOB,1.3017813,103.8544534
financial,bank,UOB,1.3532685,103.8336638
financial,bank,UOB,1.2854629,103.8503053
financial,bank,UOB,1.2795876,103.8538608
financial,bank,UOB,1.3636957,103.8652620
financial,bank,UOB,1.2846053,103.8511104
financial,bank,UOB,1.3027480,103.8368198
financial,bank,UOB,1.3054400,103.8355500
financial,bank,UOB,1.3332489,103.7437373
financial,bank,UOB,1.3054617,103.9046522
financial,bank,UOB,1.2862467,103.8279566
financial,bank,UOB,1.3344429,103.8892526
financial,bank,UOB,1.2961932,103.8588706
financial,bank,UOB,1.3507480,103.8727980
financial,bank,UOB,1.3059181,103.8320152
financial,bank,UOB,1.4056870,103.9022260
financial,bank,UOB,1.3199568,103.8436638
financial,bank,UOB,1.4295178,103.8364167
financial,bank,UOB,1.3130696,103.8542166
financial,bank,UOB,1.3706280,103.8922760
financial,bank,UOB,1.3530490,103.8896910
financial,bank,UOB,1.3107816,103.7956575
financial,bank,UOB,1.3135362,103.7654600
financial,bank,UOB,1.3560223,103.9887389
financial,bank,UOB,1.3795600,103.7643061
financial,bank,UOB,1.3498010,103.7516390
financial,bank,UOB,1.3484470,103.8491030
financial,bank,UOB,1.3182941,103.8631990
financial,bureau_de_change,Golden Horse Prize Enterprise,1.3151251,103.8936565
financial,atm,,1.2974813,103.8383593
financial,atm,POSB,1.3491175,103.6975719
financial,atm,,1.3879704,103.9875858
financial,bank,HSBC,1.2994855,103.8457552
financial,bureau_de_change,Compass Foreign Exchange,1.3919727,103.8949595
financial,atm,,1.4048025,103.9083606
financial,atm,OCBC,1.2769665,103.8313333
financial,bank,OCBC,1.4494926,103.8186677
financial,atm,POSB,1.3695278,103.8496520
financial,atm,OCBC Bank,1.3006195,103.8519758
financial,atm,UOB,1.3717750,103.8480110
financial,bank,State Bank of India,1.3123694,103.8551937
financial,bank,UOB,1.3125512,103.8535998
financial,bank,,1.3369892,103.9064601
financial,bank,Hong Leong Finance Limited,1.2885672,103.8158428
financial,atm,,1.2894560,103.8171177
financial,bank,OCBC ATM,1.2864837,103.8143736
financial,atm,Citibank,1.2894600,103.8171117
financial,atm,,1.2894620,103.8171070
financial,atm,,1.2967509,103.7809568
financial,atm,,1.2967674,103.7809406
financial,atm,DBS,1.2477977,103.8420107
financial,atm,,1.3416894,103.6970406
financial,atm,,1.3417118,103.6970622
financial,atm,UOB,1.2769181,103.8313352
financial,bank,PosB ATM,1.2864838,103.8143952
financial,atm,,1.2851903,103.8322865
financial,bureau_de_change,Exchange Money,1.3021836,103.8580732
financial,atm,OCBC Bank,1.3540793,103.8302757
financial,atm,,1.3343101,103.8517542
financial,atm,,1.3483146,103.6856601
financial,atm,POSB ATM,1.3092426,103.7927774
financial,atm,,1.3745989,103.8856781
financial,atm,,1.3746131,103.8857737
financial,atm,,1.3738232,103.8866847
financial,bureau_de_change,Wang Money Changer,1.3714883,103.8936527
financial,bank,POSB,1.3707107,103.8941449
financial,bureau_de_change,,1.3722952,103.8936418
financial,bank,POSB,1.3587456,103.8849117
financial,atm,POSB,1.3107416,103.8467859
financial,bureau_de_change,Shafeek Exchange,1.3013370,103.8534023
financial,bureau_de_change,Money Changeur,1.3001885,103.8544669
financial,atm,,1.3968921,103.8870882
financial,atm,,1.3055025,103.8514032
financial,atm,,1.3782432,103.7381007
financial,bank,DBS,1.3386881,103.7787230
financial,atm,,1.3050079,103.7721260
financial,atm,,1.3049856,103.7721305
financial,atm,,1.3050249,103.7721212
financial,atm,POSB,1.3320399,103.9255604
financial,atm,POSB,1.3373373,103.9227110
financial,atm,,1.3321167,103.9382790
financial,atm,,1.3320628,103.9383552
financial,atm,,1.3321421,103.9382952
financial,atm,,1.2869841,103.8041576
financial,atm,POSB,1.3155535,103.7668414
financial,atm,,1.3222150,103.7707447
financial,atm,,1.2945851,103.8582111
financial,atm,,1.3487300,103.7580524
financial,atm,,1.3656894,103.7491551
financial,atm,,1.3656853,103.7490580
financial,bureau_de_change,,1.2999892,103.8544312
financial,bureau_de_change,,1.2964767,103.8520228
financial,atm,POSB,1.3029424,103.8639503
financial,atm,OCBC,1.3028885,103.8639816
financial,atm,POSB,1.3398346,103.7735280
financial,atm,DBS,1.3347010,103.7430033
financial,atm,POSB ATM,1.2864558,103.8012030
financial,atm,,1.2824103,103.8435061
financial,atm,,1.2824344,103.8434820
financial,atm,POSB,1.3208399,103.8701481
financial,atm,POSB,1.3076172,103.8568185
financial,bank,HSBC,1.3068440,103.8314063
financial,atm,,1.3190267,103.8167983
financial,atm,,1.3034766,103.8730667
financial,bank,OCBC,1.3029995,103.8732973
financial,atm,,1.3024724,103.8766677
financial,atm,,1.3024727,103.8766144
financial,atm,,1.3090281,103.8617056
financial,atm,,1.3089852,103.8617532
financial,atm,,1.3536781,103.9406002
financial,atm,,1.3536293,103.9406343
financial,bank,Maybank,1.4063045,103.9016543
financial,bank,Citibank,1.4065902,103.9015477
financial,bank,POSB,1.4066832,103.9024753
financial,bank,OCBC,1.4063691,103.9015670
financial,atm,,1.2998244,103.7975373
financial,atm,,1.3004126,103.8496081
financial,atm,,1.2929504,103.8594840
financial,atm,,1.2929600,103.8593575
financial,atm,AXS,1.3322240,103.9136874
financial,atm,,1.3825226,103.8934209
financial,atm,,1.4068964,103.9015432
financial,atm,,1.4069199,103.9015907
financial,atm,DBS,1.3038115,103.7660680
financial,atm,,1.3872325,103.8905940
financial,atm,,1.2945804,103.7836075
financial,atm,,1.2945721,103.7834779
financial,bank,POSB,1.2862684,103.8269572
financial,bank,OCBC,1.2863091,103.8267625
financial,bank,BOC,1.2863338,103.8266634
financial,bureau_de_change,Thomson Money Exchange,1.3504553,103.8725312
financial,atm,,1.3500967,103.8731009
financial,atm,Citibank,1.3507434,103.8725582
financial,atm,UOB,1.3502763,103.8728874
financial,bank,PosB,1.3325086,103.8671721
financial,atm,,1.3542928,103.9887081
financial,atm,,1.3504675,103.8488744
financial,bank,OCBC Bank,1.3504168,103.8488791
financial,atm,,1.3508824,103.8484297
financial,atm,BOC,1.3503856,103.8482759
financial,atm,,1.3504195,103.8482816
financial,bank,DBS,1.3506918,103.8488847
financial,atm,Citibank,1.3509340,103.8484378
financial,atm,Citibank,1.3503513,103.8482736
financial,atm,,1.3508239,103.8484186
financial,atm,,1.3928934,103.8938960
financial,atm,,1.3956224,103.8926923
financial,atm,,1.3529059,103.9435401
financial,atm,,1.3522374,103.9430623
financial,bank,OCBC,1.3529170,103.9436322
financial,bank,Indian Bank,1.2833149,103.8511516
financial,atm,,1.2982744,103.7714109
financial,bank,POSB,1.3462734,103.7124408
financial,atm,,1.3242729,103.9239543
financial,bureau_de_change,Currency Exchange,1.3040307,103.8342862
financial,atm,,1.3028178,103.8350820
financial,atm,,1.3029644,103.8346743
financial,atm,,1.3027750,103.8351748
financial,atm,,1.3029494,103.8347370
financial,atm,,1.3717452,103.8941544
financial,atm,,1.3715317,103.8936589
financial,atm,,1.3717157,103.8941901
financial,atm,,1.3715783,103.8936083
financial,bank,Maybank,1.3466312,103.9440196
financial,atm,,1.3126638,103.8387961
financial,atm,,1.3103506,103.8446688
financial,atm,,1.3043306,103.8347033
financial,atm,,1.3038125,103.8344471
financial,atm,,1.3002709,103.8560082
financial,atm,,1.2994097,103.8554049
financial,bureau_de_change,,1.2649108,103.8232083
financial,atm,,1.2642035,103.8224091
financial,atm,,1.2636259,103.8220547
financial,atm,,1.2635836,103.8220527
financial,atm,,1.2642311,103.8224039
financial,atm,,1.3913756,103.8937267
financial,bureau_de_change,Prime,1.3096146,103.8541829
financial,bureau_de_change,Agrani,1.3096391,103.8544062
financial,bank,State Bank of India,1.3102033,103.8564654
financial,bureau_de_change,Mustafa,1.3099054,103.8559525
financial,atm,,1.3119418,103.8393368
financial,atm,,1.3119370,103.8392947
financial,atm,,1.2886799,103.8465582
financial,atm,,1.2999708,103.8449853
financial,atm,POSB,1.3112330,103.8592031
financial,atm,,1.3014708,103.8365088
financial,bank,OCBC,1.3329329,103.8475619
financial,bank,Maybank,1.3319188,103.8482310
financial,bank,POSB,1.3316391,103.8489137
financial,atm,,1.2836618,103.8514459
financial,atm,,1.2836390,103.8520615
financial,atm,,1.3084318,103.8858517
financial,atm,,1.3070750,103.8837160
financial,atm,,1.3966154,103.9088628
financial,atm,,1.2808534,103.8502906
financial,atm,,1.3111517,103.8836828
financial,atm,,1.3142539,103.8885738
financial,atm,,1.3142593,103.8885944
financial,atm,,1.3142145,103.8892042
financial,atm,,1.3125263,103.8724805
financial,atm,Maybank,1.2812978,103.8506105
financial,atm,DBS,1.2886404,103.8465461
financial,bank,DBS,1.3356835,103.8892896
financial,atm,UOB,1.3234676,103.8560814
financial,atm,,1.3955409,103.8926608
financial,atm,UOB,1.3925843,103.8950793
financial,atm,OCBC,1.3269903,103.8466293
financial,atm,POSB,1.3318709,103.8804369
financial,atm,,1.3238310,103.8559887
financial,atm,,1.2908352,103.8584840
financial,bureau_de_change,Silver River,1.2909657,103.8582122
financial,atm,,1.2908372,103.8583961
financial,bureau_de_change,,1.2801255,103.8533331
financial,bureau_de_change,Golden Dragon Money Changer,1.2852610,103.8450788
financial,atm,Citibank,1.2825699,103.8592395
financial,bureau_de_change,$,1.4285944,103.8349775
financial,atm,POSB,1.3060251,103.8502885
financial,atm,UOB,1.3060181,103.8502425
financial,atm,,1.3015859,103.8399753
financial,atm,POSB,1.3240386,103.8097787
financial,atm,POSB,1.3280073,103.8872469
financial,atm,POSB,1.3181851,103.8925581
financial,bank,OCBC Bank,1.2650246,103.8204455
financial,bank,DBS,1.2643008,103.8204657
financial,bureau_de_change,Iakaba Xchange,1.2639537,103.8203035
financial,bureau_de_change,Anua Money Changer,1.2636209,103.8200115
financial,bureau_de_change,SIR,1.2638029,103.8200847
financial,bureau_de_change,Ariza Money Exchange,1.2636928,103.8205225
financial,atm,,1.2635945,103.8201223
financial,atm,,1.3190506,103.8638932
financial,atm,,1.3190644,103.8639042
financial,atm,,1.3809067,103.8792645
financial,atm,State Bank of India,1.3913698,103.8953038
financial,atm,,1.3592811,103.7520044
financial,bank,OCBC,1.4295160,103.8364971
financial,atm,OCBC Bank,1.3914143,103.8935796
financial,atm,DBS,1.3047244,103.8241819
financial,atm,,1.2867383,103.8077861
financial,atm,,1.2993958,103.8544951
financial,atm,,1.2992499,103.8544365
financial,atm,,1.3002847,103.8560088
financial,atm,,1.3238658,103.9298410
financial,atm,POSB,1.3247161,103.8570874
financial,atm,DBS,1.3067248,103.8291467
financial,atm,,1.3725670,103.8937274
financial,bureau_de_change,Chulia,1.2913607,103.8495450
financial,atm,POSB,1.3271811,103.8827326
financial,atm,POSB,1.3283233,103.8853421
financial,atm,,1.3222106,103.8527004
financial,atm,,1.3738501,103.9324275
financial,atm,,1.3739272,103.9322412
financial,bureau_de_change,Money Changer,1.3267812,103.8434868
financial,bureau_de_change,JC Global,1.4064676,103.9022244
financial,atm,,1.3050726,103.7814661
financial,bank,,1.3351429,103.7396943
financial,bureau_de_change,UOB Money Changer,1.3610467,103.9899217
financial,bureau_de_change,UOB Money Changer,1.3609193,103.9902262
financial,bureau_de_change,,1.3616119,103.9903251
financial,bank,DBS,1.3015577,103.9055706
financial,atm,UOB,1.3018914,103.9051646
financial,bank,HSBC,1.3016719,103.9044600
financial,bank,HSBC,1.3016719,103.9044600
financial,bank,UOB,1.3014945,103.9054228
financial,atm,UOB,1.3018914,103.9051646
financial,bank,DBS,1.3015577,103.9055706
financial,bank,UOB,1.3014945,103.9054228
financial,bank,HSBC,1.3016719,103.9044600
financial,atm,,1.3014822,103.9055477
financial,atm,,1.3014584,103.9055130
financial,atm,,1.3103980,103.8634629
financial,bank,BDO Remit,1.3042541,103.8338767
financial,bank,Palawan Express Pera Padala,1.3042735,103.8338334
